# Simulation 1 (Up to date)
# 543 data points written for 53 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Propellant mass (oz),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
1.7456,442.53,473.9,198.33,762.89,352.47,528.3,0.0012775,528.3,1.3855e-4,597.84,291.37,28.61,-80.598,32.125,0.0069364,2.119e-7,-0.0054996,-5.7979e-4,70.223,2.6381,5.4519,0.05139,35.64,26.352,3.0959,0.68419,1.801e7,306.69,81.274,0.54501,0.54501,0.30163,0.06253,0.18086,0.0014775,0.0046298,1.798e-4,0,0,0,0,-1.1351e-5,3,7.0686,38.396,0.0013226,NaN,57.422,997.43,1115,0.05,0.029222
1.7956,466.48,483.75,193.98,780.36,345.63,558.55,0.0014607,558.55,1.4984e-4,612.33,286.06,28.61,-80.598,32.125,0.0014837,2.2013e-7,0.0047357,9.4944e-4,69.929,2.3441,5.4307,0.051355,35.672,26.301,3.1238,0.69992,18411658,305.73,85.4,0.54771,0.54771,0.30094,0.063081,0.18369,3.1687e-4,0.0014445,-1.7613e-4,0,0,0,0,8.0441e-6,3,7.0686,38.311,7.1659e-5,NaN,57.336,996.57,1114.9,0.05,0.029675
1.8456,490.91,493.37,189.15,797.49,338.71,589.53,0.001602,589.53,1.557e-4,626.56,280.98,28.61,-80.598,32.125,3.5849e-4,2.2297e-7,0.0052047,-4.0684e-4,69.635,2.0501,5.4093,0.051319,35.704,26.249,3.1515,0.71535,18804976,304.77,89.567,0.55041,0.55041,0.30025,0.063634,0.18652,7.6773e-5,3.922e-4,2.912e-4,0,0,0,0,9.3034e-6,3,7.0686,38.218,2.1078e-4,NaN,57.249,995.7,1114.8,0.05,0.030128
1.8956,515.81,502.75,175.69,814.27,317.77,621.2,0.0017658,621.2,1.6286e-4,640.53,264.78,28.61,-80.598,32.125,7.998e-4,2.207e-7,-8.268e-4,0.0049422,69.341,1.7561,5.3878,0.051283,35.735,26.197,3.1794,0.73046,19189351,295.45,93.766,0.55311,0.55311,0.29956,0.064189,0.18936,1.7177e-4,1.3458e-4,9.727e-5,0,0,0,0,-2.252e-7,3,7.0686,38.128,-6.5644e-4,NaN,57.161,994.81,1114.7,0.05,0.030587
1.9456,541.16,511.45,122.92,829.99,233.15,653.56,0.0018276,653.56,1.6022e-4,653.69,198.11,28.61,-80.598,32.125,0.0014353,2.2045e-7,0.0017929,-0.0045348,69.053,1.4684,5.3666,0.051248,35.765,26.146,3.2066,0.74464,19548328,247.92,97.807,0.5557,0.5557,0.2989,0.06472,0.19208,3.091e-4,0.0011525,3.0936e-4,0,0,0,0,1.0192e-6,3,7.0686,38.041,0.0018208,NaN,57.07,993.9,1114.6,0.05,0.031032
1.9956,566.89,517.53,70.956,841.5,150.09,686.49,0.0020071,686.49,1.6752e-4,663.53,132.26,28.61,-80.598,32.125,0.0011374,2.1649e-7,-0.003707,0.0030631,68.793,1.2086,5.3473,0.051217,35.788,26.099,3.2299,0.75502,19807218,200.49,100.81,0.55763,0.55763,0.2984,0.065117,0.19411,2.4545e-4,5.8665e-4,-2.788e-4,0,0,0,0,-4.2388e-6,3,7.0686,37.952,-6.9591e-4,NaN,56.978,992.98,1114.5,0.05,0.03148
2.0456,592.85,521.04,39.545,848.83,100.38,719.83,0.0021112,719.83,1.6804e-4,670.1,92.261,28.61,-80.598,32.125,8.2192e-4,2.1763e-7,-0.0045416,0.0014821,68.578,0.99329,5.3312,0.051191,35.803,26.06,3.2479,0.76168,19967687,171.96,102.73,0.55888,0.55888,0.29808,0.065374,0.19542,1.7761e-4,0.0010798,2.5148e-4,0,0,0,0,-6.2528e-6,3,7.0686,37.866,-1.0914e-4,NaN,56.886,992.06,1114.4,0.05,0.031927
2.0956,618.96,522.99,16.746,853.65,65.303,753.45,0.0021884,753.45,1.6641e-4,674.68,63.119,28.61,-80.598,32.125,0.0013229,2.2368e-7,-0.0024293,-0.0043049,68.399,0.81449,5.3178,0.051169,35.813,26.027,3.262,0.76607,20068583,151.15,103.97,0.55971,0.55971,0.29787,0.065545,0.19629,2.8613e-4,7.2178e-4,-3.2174e-4,0,0,0,0,-1.7688e-6,3,7.0686,37.781,0.0016797,NaN,56.793,991.12,1114.3,0.05,0.032383
2.1456,645.13,523.82,-5.5402,856.64,34.771,787.27,0.0023828,787.27,1.7342e-4,677.82,34.327,28.61,-80.598,32.125,0.0011947,2.216e-7,0.0024924,0.0039484,68.249,0.66363,5.3064,0.051151,35.819,25.999,3.2734,0.76882,20126245,130.32,104.72,0.56023,0.56023,0.29774,0.065652,0.19684,2.5854e-4,4.7103e-4,7.6495e-5,0,0,0,0,1.8491e-6,3,7.0686,37.697,-0.0010433,NaN,56.699,990.19,1114.2,0.05,0.032834
2.1956,671.31,523.53,-22.407,857.82,25.741,821.2,0.0024437,821.2,1.705e-4,679.53,12.672,28.61,-80.597,32.125,0.0011171,2.1924e-7,-0.0021929,-0.0042299,68.114,0.52926,5.2962,0.051134,35.822,25.974,3.2825,0.76995,20141509,114.37,104.97,0.56045,0.56045,0.29768,0.065697,0.19707,2.4181e-4,0.0010028,1.7847e-5,0,0,0,0,-1.4274e-6,3,7.0686,37.611,0.0014056,NaN,56.606,989.25,1114.1,0.05,0.033297
2.2456,697.46,522.42,-33.972,857.64,34.06,855.19,0.0025656,855.19,1.7189e-4,680.17,2.4559,28.61,-80.597,32.124,9.9973e-4,2.1659e-7,0.0021889,0.0042056,67.993,0.40806,5.287,0.05112,35.822,25.952,3.2899,0.76987,20124906,103.04,104.84,0.56043,0.56043,0.29769,0.065693,0.19705,2.164e-4,5.8349e-4,-2.8477e-4,0,0,0,0,1.4228e-6,3,7.0686,37.527,-0.0011054,NaN,56.513,988.32,1114,0.05,0.03373
2.2956,723.54,520.73,-58.136,856.53,67.314,889.2,0.0025787,889.2,1.6616e-4,680.06,33.931,28.61,-80.597,32.124,5.4702e-4,2.1765e-7,-0.0030285,0.0035186,67.888,0.30344,5.279,0.051107,35.82,25.933,3.2957,0.76894,20086279,79.377,104.46,0.56025,0.56025,0.29773,0.065657,0.19686,1.1838e-4,2.5149e-4,2.7664e-4,0,0,0,0,-2.7306e-6,3,7.0686,37.441,-4.8404e-4,NaN,56.42,987.39,1113.9,0.05,0.034178
2.3456,749.5,517.84,-79.97,853.45,101.62,923.16,0.0025482,923.16,1.5815e-4,678.39,62.695,28.61,-80.597,32.124,5.3068e-4,2.164e-7,0.0013316,-0.0046322,67.802,0.21757,5.2724,0.051097,35.814,25.917,3.299,0.76625,20001767,57.329,103.53,0.55974,0.55974,0.29786,0.065552,0.19633,1.1478e-4,1.182e-4,4.4928e-4,0,0,0,0,5.317e-7,3,7.0686,37.356,6.1868e-4,NaN,56.327,986.46,1113.8,0.05,0.034614
2.3956,775.29,513.88,-88.073,848.59,114.81,957,0.0025888,957,1.5499e-4,675.3,73.654,28.61,-80.597,32.124,0.0012375,2.2071e-7,0.0045256,0.0011557,67.737,0.15181,5.2674,0.051089,35.804,25.904,3.2998,0.76195,19875632,47.996,102.13,0.55893,0.55893,0.29807,0.065384,0.19547,2.6744e-4,6.0756e-4,4.1346e-4,0,0,0,0,6.2122e-6,3,7.0686,37.271,-3.9771e-4,NaN,56.235,985.53,1113.7,0.05,0.03513
2.4456,800.88,509.52,-93.349,843.06,123.39,990.68,0.0026387,990.68,1.5261e-4,671.67,80.687,28.61,-80.597,32.124,0.0010203,2.2404e-7,-0.0010339,0.0047525,67.685,0.10002,5.2634,0.051082,35.793,25.895,3.2994,0.75705,19733998,41.326,100.56,0.55801,0.55801,0.29831,0.065195,0.19451,2.2027e-4,9.5616e-4,-2.1067e-5,0,0,0,0,-3.2853e-7,3,7.0686,37.183,-0.0011484,NaN,56.144,984.62,1113.6,0.05,0.035604
2.4956,826.24,504.9,-102.2,837.1,137.99,1024.2,0.0026553,1024.2,1.4855e-4,667.69,92.727,28.61,-80.597,32.124,6.6279e-4,2.2548e-7,0.0041502,-0.0022748,67.643,0.057707,5.2602,0.051077,35.781,25.887,3.2982,0.75177,19582487,30.963,98.897,0.55702,0.55702,0.29856,0.064992,0.19347,1.4294e-4,7.142e-4,-3.0119e-4,0,0,0,0,5.3688e-6,3,7.0686,37.097,4.5726e-4,NaN,56.054,983.71,1113.5,0.05,0.036045
2.5456,851.36,499.84,-125.06,830.39,175.61,1057.4,0.0026838,1057.4,1.4542e-4,663.11,123.28,28.61,-80.597,32.124,5.2437e-4,2.2819e-7,-0.0013512,0.0048074,67.608,0.02297,5.2575,0.051073,35.768,25.88,3.296,0.74581,19414013,6.8616,97.055,0.55592,0.55592,0.29884,0.064765,0.19231,1.1295e-4,1.3753e-5,-6.2675e-5,0,0,0,0,-5.7833e-7,3,7.0686,37.008,-6.5059e-4,NaN,55.964,982.82,1113.4,0.05,0.036468
# Event BURNOUT occurred at t=2.5956 seconds
2.5956,876.19,493.65,-129.54,821.81,183.33,1090.4,0.0026472,1090.4,1.3909e-4,657.02,129.72,28.61,-80.597,32.124,0.0010218,2.2937e-7,0.0030395,0.0038095,67.589,0.0041489,5.2561,0.051071,35.752,25.877,3.2916,0.73816,19201796,0,94.748,0.55451,0.55451,0.2992,0.064476,0.19084,2.1977e-4,9.6735e-4,2.2068e-4,0,0,0,0,2.9879e-6,3,7.0686,36.92,-0.0011634,NaN,55.875,981.93,1113.3,0.05,0.036951
2.6456,900.71,487.23,-126.91,812.83,179.29,1123.1,0.0025559,1123.1,1.3039e-4,650.61,126.65,28.61,-80.596,32.124,0.0010766,2.285e-7,0.0039533,-0.0029802,67.585,0,5.2558,0.05107,35.734,25.876,3.2862,0.73017,18980939,0,92.381,0.55306,0.55306,0.29957,0.064178,0.18931,2.3121e-4,0.0011212,-6.3348e-5,0,0,0,0,5.1667e-6,3,7.0686,36.83,8.1309e-4,NaN,55.788,981.05,1113.2,0.05,0.037402
2.6956,924.92,480.95,-124.43,804.06,175.4,1155.5,0.0025493,1155.5,1.2641e-4,644.36,123.63,28.61,-80.596,32.124,6.2507e-4,2.3091e-7,-0.0033683,0.0038567,67.585,0,5.2558,0.05107,35.718,25.876,3.2807,0.72235,18765150,0,90.103,0.55165,0.55165,0.29993,0.06389,0.18783,1.3404e-4,6.4645e-4,3.8375e-4,0,0,0,0,-3.8331e-6,3,7.0686,36.737,-6.9354e-4,NaN,55.702,980.19,1113.1,0.05,0.037986
2.7456,948.81,474.79,-121.95,795.48,171.65,1187.6,0.0024833,1187.6,1.1981e-4,638.25,120.79,28.61,-80.596,32.124,0.001071,2.3157e-7,0.0021849,-0.004617,67.585,0,5.2558,0.05107,35.702,25.876,3.2754,0.7147,18554242,0,87.911,0.55029,0.55029,0.30028,0.063611,0.1864,2.2933e-4,9.1607e-4,2.601e-5,0,0,0,0,1.6478e-6,3,7.0686,36.646,0.0011559,NaN,55.616,979.33,1113,0.05,0.038427
2.7956,972.4,468.75,-119.61,787.09,168.04,1219.3,0.0024899,1219.3,1.17e-4,632.28,118.03,28.61,-80.596,32.124,5.8985e-4,2.328e-7,0.0019666,0.0048452,67.585,0,5.2558,0.05107,35.687,25.876,3.2704,0.70722,18348034,0,85.8,0.54898,0.54898,0.30061,0.063341,0.18502,1.2613e-4,6.0027e-4,-1.3139e-4,0,0,0,0,1.3636e-6,3,7.0686,36.553,-7.3171e-4,NaN,55.532,978.49,1112.9,0.05,0.038886
2.8456,995.69,462.83,-117.33,778.87,164.56,1250.8,0.0024385,1250.8,1.117e-4,626.44,115.39,28.61,-80.596,32.124,7.0441e-4,2.3276e-7,0.0051254,-6.4187e-4,67.585,0,5.2558,0.05107,35.672,25.876,3.2655,0.6999,18146356,0,83.766,0.5477,0.5477,0.30094,0.06308,0.18368,1.5043e-4,9.1931e-4,-8.2729e-5,0,0,0,0,9.4586e-6,3,7.0686,36.459,5.0429e-5,NaN,55.449,977.66,1112.8,0.05,0.039361
2.8956,1018.7,457.02,-115.14,770.83,161.21,1282,0.0023986,1282,1.072e-4,620.74,112.82,28.61,-80.596,32.123,0.0010063,2.3428e-7,0.0037153,0.0038176,67.585,0,5.2558,0.05107,35.658,25.876,3.2608,0.69273,17949045,0,81.804,0.54647,0.54647,0.30126,0.062827,0.18238,2.1462e-4,7.7063e-4,-3.0373e-4,0,0,0,0,5.0741e-6,3,7.0686,36.363,-0.0010368,NaN,55.367,976.83,1112.7,0.05,0.039836
2.9456,1041.4,451.31,-113.05,762.96,157.97,1312.9,0.0022835,1312.9,9.9656e-5,615.16,110.34,28.61,-80.596,32.123,5.993e-4,2.3616e-7,0.0035641,-0.0040015,67.585,0,5.2558,0.05107,35.645,25.876,3.2563,0.68571,17755950,0,79.912,0.54527,0.54527,0.30156,0.062583,0.18113,1.2767e-4,3.792e-4,4.7551e-4,0,0,0,0,4.7663e-6,3,7.0686,36.266,2.8497e-4,NaN,55.286,976.02,1112.7,0.05,0.040281
2.9956,1063.8,445.71,-110.99,755.25,154.85,1343.5,0.0022176,1343.5,9.4573e-5,609.7,107.97,28.61,-80.596,32.123,0.0010434,2.3677e-7,0.0052795,-0.0013147,67.585,0,5.2558,0.05107,35.632,25.876,3.2519,0.67883,17566922,0,78.086,0.54411,0.54411,0.30186,0.062345,0.17991,2.22e-4,0.0011786,-2.5903e-4,0,0,0,0,1.0673e-5,3,7.0686,36.169,2.8532e-4,NaN,55.206,975.22,1112.6,0.05,0.040739
3.0456,1086,440.21,-109.05,747.69,151.84,1373.8,0.0021598,1373.8,9.0076e-5,604.36,105.65,28.61,-80.596,32.123,4.6736e-4,2.3619e-7,0.0043789,0.0033164,67.585,0,5.2558,0.05107,35.619,25.876,3.2478,0.67209,17381824,0,76.323,0.54298,0.54298,0.30215,0.062115,0.17872,9.9327e-5,-1.6308e-6,-1.2528e-4,0,0,0,0,7.4918e-6,3,7.0686,36.069,-4.7704e-4,NaN,55.127,974.43,1112.5,0.05,0.041513
3.0956,1107.8,434.8,-107.18,740.28,148.93,1403.9,0.0020727,1403.9,8.4589e-5,599.14,103.41,28.61,-80.596,32.123,6.6442e-4,2.3528e-7,-0.0013983,-0.0054605,67.585,0,5.2558,0.05107,35.607,25.876,3.2437,0.66548,17200523,0,74.619,0.54189,0.54189,0.30243,0.061892,0.17757,1.4105e-4,3.3564e-4,3.0981e-4,0,0,0,0,-7.7931e-7,3,7.0686,35.969,6.7255e-4,NaN,55.049,973.65,1112.4,0.05,0.042786
3.1456,1129.4,429.49,-105.31,733.02,146.11,1433.8,0.0020283,1433.8,8.1055e-5,594.02,101.28,28.61,-80.596,32.123,8.9896e-4,2.3414e-7,0.0047722,0.0027352,67.585,0,5.2558,0.05107,35.595,25.876,3.2398,0.65901,17022894,0,72.973,0.54083,0.54083,0.3027,0.061676,0.17646,1.9064e-4,4.8338e-4,2.1837e-4,0,0,0,0,9.2575e-6,3,7.0686,35.869,-6.1234e-4,NaN,54.972,972.87,1112.3,0.05,0.043253
3.1956,1150.8,424.27,-103.56,725.9,143.39,1463.3,0.0019555,1463.3,7.6568e-5,589.01,99.175,28.61,-80.595,32.123,1.9629e-4,2.3349e-7,0,0,67.585,0,5.2558,0.05107,35.584,25.876,3.2362,0.65266,16848815,0,71.381,0.5398,0.5398,0.30296,0.061466,0.17538,4.1583e-5,-2.2253e-4,1.8922e-4,0,0,0,0,0,3,7.0686,35.766,-3.7628e-4,NaN,54.896,972.11,1112.2,0.05,0.043686
3.2456,1171.9,419.13,-101.86,718.92,140.76,1492.7,0.0018657,1492.7,7.1614e-5,584.1,97.152,28.61,-80.595,32.123,0.0010634,2.3345e-7,-0.0022851,-0.0052527,67.585,0,5.2558,0.05107,35.573,25.876,3.2325,0.64643,16678173,0,69.84,0.5388,0.5388,0.30322,0.061262,0.17432,2.2505e-4,0.0011538,-2.6416e-4,0,0,0,0,-2.2067e-6,3,7.0686,35.662,0.0010737,NaN,54.821,971.36,1112.1,0.05,0.04413
3.2956,1192.7,414.09,-100.18,712.07,138.21,1521.7,0.0018426,1521.7,6.9377e-5,579.29,95.213,28.61,-80.595,32.123,7.562e-5,2.3286e-7,0,0,67.585,0,5.2558,0.05107,35.563,25.876,3.2291,0.64032,16510859,0,68.349,0.53783,0.53783,0.30347,0.061064,0.1733,1.5988e-5,1.28e-4,-1.5995e-4,0,0,0,0,0,3,7.0686,35.558,1.0681e-5,NaN,54.747,970.61,1112.1,0.05,0.0532
3.3456,1213.3,409.12,-98.563,705.35,135.74,1550.6,0.0018009,1550.6,6.6544e-5,574.58,93.333,28.61,-80.595,32.123,4.9968e-4,2.3298e-7,0.003387,0.0047483,67.585,0,5.2558,0.05107,35.553,25.876,3.2258,0.63432,16346767,0,66.906,0.53689,0.53689,0.30371,0.060871,0.17231,1.0555e-4,-1.5652e-4,3.0537e-4,0,0,0,0,5.0363e-6,3,7.0686,35.452,-5.7516e-4,NaN,54.673,969.88,1112,0.05,0.053621
3.3956,1233.6,404.23,-96.986,698.75,133.35,1579.2,0.0017246,1579.2,6.2573e-5,569.96,91.516,28.61,-80.595,32.123,8.2839e-4,2.3255e-7,0.0058772,-0.0012409,67.585,0,5.2558,0.05107,35.544,25.876,3.2225,0.62843,16185798,0,65.508,0.53597,0.53597,0.30394,0.060684,0.17134,1.7482e-4,9.0357e-4,-9.0862e-5,0,0,0,0,1.5452e-5,3,7.0686,35.346,-1.9294e-5,NaN,54.601,969.15,1111.9,0.05,0.053932
3.4456,1253.7,399.42,-95.489,692.27,131.04,1607.6,0.0016587,1607.6,5.9117e-5,565.43,89.734,28.61,-80.595,32.123,0.0010969,2.3267e-7,0.0023435,-0.0055369,67.585,0,5.2558,0.05107,35.534,25.876,3.2194,0.62265,16027857,0,64.153,0.53508,0.53508,0.30417,0.060502,0.1704,2.3128e-4,0.0010403,-4.467e-5,0,0,0,0,2.503e-6,3,7.0686,35.238,0.0011792,NaN,54.529,968.43,1111.8,0.05,0.054253
3.4956,1273.6,394.68,-94.048,685.91,128.8,1635.7,0.0016597,1635.7,5.8135e-5,560.98,87.998,28.61,-80.595,32.123,3.3471e-4,2.3245e-7,-0.0056564,0.002318,67.585,0,5.2558,0.05107,35.526,25.876,3.2166,0.61697,15872853,0,62.84,0.53421,0.53421,0.3044,0.060325,0.16948,7.0511e-5,-1.0556e-4,-7.7348e-5,0,0,0,0,-1.4854e-5,3,7.0686,35.128,-1.579e-4,NaN,54.458,967.72,1111.7,0.05,0.054573
3.5456,1293.2,390.01,-92.589,679.66,126.61,1663.7,0.001638,1663.7,5.6413e-5,556.63,86.357,28.61,-80.595,32.123,8.5357e-4,2.3188e-7,0.0060102,7.9488e-4,67.585,0,5.2558,0.05107,35.517,25.876,3.2137,0.61139,15720697,0,61.566,0.53336,0.53336,0.30461,0.060153,0.16859,1.7967e-4,7.0538e-4,1.5537e-4,0,0,0,0,1.708e-5,3,7.0686,35.019,-2.0473e-4,NaN,54.388,967.02,1111.7,0.05,0.054876
3.5956,1312.6,385.42,-91.189,673.52,124.49,1691.4,0.0016209,1691.4,5.4907e-5,552.35,84.754,28.61,-80.595,32.123,0.0015769,2.3189e-7,0.0060012,0.001522,67.585,0,5.2558,0.05107,35.509,25.876,3.2109,0.60591,15571307,0,60.33,0.53254,0.53254,0.30482,0.059986,0.16773,3.3167e-4,0.0010484,4.5251e-4,0,0,0,0,1.7341e-5,3,7.0686,34.908,-5.018e-4,NaN,54.319,966.33,1111.6,0.05,0.055181
3.6456,1331.7,380.89,-89.879,667.49,122.45,1718.9,0.001584,1718.9,5.2799e-5,548.15,83.165,28.61,-80.595,32.122,7.2043e-4,2.3098e-7,0.0060929,-0.0018906,67.585,0,5.2558,0.05107,35.501,25.876,3.2084,0.60052,15424602,0,59.131,0.53173,0.53173,0.30503,0.059823,0.16688,1.514e-4,2.1891e-4,4.7704e-4,0,0,0,0,1.8199e-5,3,7.0686,34.795,1.869e-4,NaN,54.251,965.64,1111.5,0.05,0.055484
3.6956,1350.7,376.43,-88.608,661.56,120.47,1746.2,0.0015822,1746.2,5.1915e-5,544.03,81.621,28.61,-80.595,32.122,4.561e-4,2.3078e-7,-0.002936,-0.005665,67.585,0,5.2558,0.05107,35.494,25.876,3.2059,0.59523,15280505,0,57.967,0.53095,0.53095,0.30523,0.059664,0.16606,9.578e-5,7.1014e-4,2.8573e-4,0,0,0,0,-4.3019e-6,3,7.0686,34.68,5.4792e-4,NaN,54.183,964.97,1111.4,0.05,0.055795
3.7456,1369.4,372.03,-87.317,655.74,118.53,1773.3,0.0016043,1773.3,5.1835e-5,539.99,80.16,28.61,-80.594,32.122,9.6748e-4,2.3043e-7,0.0047594,0.0041712,67.585,0,5.2558,0.05107,35.486,25.876,3.2034,0.59003,15138943,0,56.837,0.53019,0.53019,0.30543,0.059509,0.16526,2.0302e-4,4.7318e-4,-8.1064e-7,0,0,0,0,1.1506e-5,3,7.0686,34.566,-7.3969e-4,NaN,54.117,964.3,1111.4,0.05,0.056097
3.7956,1387.9,367.7,-86.086,650.01,116.65,1800.2,0.0015807,1800.2,5.0309e-5,536.01,78.725,28.61,-80.594,32.122,9.173e-4,2.3003e-7,0.0064549,7.0991e-4,67.585,0,5.2558,0.05107,35.479,25.876,3.2011,0.58491,1.5e7,0,55.739,0.52945,0.52945,0.30562,0.059359,0.16448,1.9235e-4,2.4966e-4,6.0483e-5,0,0,0,0,2.1539e-5,3,7.0686,34.45,-1.9711e-4,NaN,54.051,963.64,1111.3,0.05,0.0564
3.8456,1406.1,363.42,-84.9,644.38,114.83,1826.9,0.0015609,1826.9,4.8952e-5,532.11,77.322,28.61,-80.594,32.122,7.8468e-4,2.2994e-7,0.0059612,-0.0027313,67.585,0,5.2558,0.05107,35.473,25.876,3.1989,0.57988,14863141,0,54.672,0.52873,0.52873,0.3058,0.059212,0.16371,1.6442e-4,2.8281e-4,-1.4727e-4,0,0,0,0,1.8693e-5,3,7.0686,34.333,3.87e-4,NaN,53.985,962.98,1111.2,0.05,0.056704
3.8956,1424.2,359.2,-83.754,638.83,113.07,1853.4,0.0015622,1853.4,4.8294e-5,528.28,75.954,28.61,-80.594,32.122,3.2385e-4,2.2992e-7,0.0066343,6.6451e-4,67.585,0,5.2558,0.05107,35.466,25.876,3.1968,0.57493,14728769,0,53.635,0.52802,0.52802,0.30598,0.059069,0.16297,6.7813e-5,6.6398e-4,1.4393e-4,0,0,0,0,2.3556e-5,3,7.0686,34.214,-7.4791e-6,NaN,53.921,962.34,1111.2,0.05,0.057035
3.9456,1442.1,355.04,-82.633,633.38,111.34,1879.8,0.0015656,1879.8,4.7719e-5,524.52,74.628,28.61,-80.594,32.122,1.0331e-4,2.2977e-7,0,0,67.585,0,5.2558,0.05107,35.46,25.876,3.1948,0.57006,14596664,0,52.627,0.52733,0.52733,0.30616,0.058929,0.16225,2.1618e-5,-1.7178e-4,-2.5439e-4,0,0,0,0,0,3,7.0686,34.094,4.6175e-5,NaN,53.857,961.7,1111.1,0.05,0.057375
3.9956,1459.7,350.94,-81.517,628.02,109.66,1905.9,0.0015753,1905.9,4.7358e-5,520.82,73.355,28.61,-80.594,32.122,0.0010937,2.3022e-7,0.0050695,-0.0044179,67.585,0,5.2558,0.05107,35.454,25.876,3.1928,0.56527,14466766,0,51.646,0.52666,0.52666,0.30633,0.058793,0.16154,2.2872e-4,9.7176e-4,-2.8342e-4,0,0,0,0,1.4232e-5,3,7.0686,33.974,9.1415e-4,NaN,53.794,961.07,1111,0.05,0.057679
4.0456,1477.2,346.89,-80.468,622.75,108.04,1931.8,0.0016203,1931.8,4.8055e-5,517.18,72.092,28.61,-80.594,32.122,4.4614e-4,2.2981e-7,0.0034242,-0.0059411,67.585,0,5.2558,0.05107,35.449,25.876,3.191,0.56056,14339018,0,50.692,0.52601,0.52601,0.3065,0.05866,0.16085,9.324e-5,1.8965e-4,-4.4522e-4,0,0,0,0,6.6037e-6,3,7.0686,33.851,5.9241e-4,NaN,53.732,960.44,1110.9,0.05,0.057981
4.0956,1494.4,342.89,-79.441,617.55,106.46,1957.6,0.0016769,1957.6,4.9081e-5,513.61,70.865,28.61,-80.594,32.122,2.1693e-4,2.2991e-7,0,0,67.585,0,5.2558,0.05107,35.444,25.876,3.1892,0.55591,14213363,0,49.763,0.52537,0.52537,0.30666,0.058531,0.16018,4.531e-5,3.3555e-4,5.7387e-5,0,0,0,0,0,3,7.0686,33.728,5.7167e-5,NaN,53.671,959.83,1110.9,0.05,0.058285
4.1456,1511.4,338.95,-78.405,612.44,104.9,1983.2,0.001734,1983.2,5.0097e-5,510.09,69.696,28.61,-80.594,32.122,7.4922e-4,2.2995e-7,0.0067567,-0.0012136,67.585,0,5.2558,0.05107,35.438,25.876,3.1874,0.55135,1.409e7,0,48.859,0.52474,0.52474,0.30682,0.058404,0.15952,1.5639e-4,3.2389e-4,-1.5251e-4,0,0,0,0,2.6585e-5,3,7.0686,33.604,2.9801e-4,NaN,53.61,959.22,1110.8,0.05,0.058591
4.1956,1528.3,335.05,-77.407,607.41,103.4,2008.6,0.0017984,2008.6,5.1299e-5,506.64,68.549,28.61,-80.594,32.122,0.0012971,2.3055e-7,0.0069172,0.0013915,67.585,0,5.2558,0.05107,35.433,25.876,3.1858,0.54685,13968121,0,47.979,0.52414,0.52414,0.30698,0.058281,0.15888,2.706e-4,8.5696e-4,4.1302e-4,0,0,0,0,2.8327e-5,3,7.0686,33.479,-1.7466e-4,NaN,53.55,958.62,1110.7,0.05,0.058893
4.2456,1544.9,331.21,-76.476,602.45,101.94,2033.9,0.0018485,2033.9,5.2074e-5,503.24,67.405,28.61,-80.594,32.122,2.4546e-4,2.3119e-7,0,0,67.585,0,5.2558,0.05107,35.429,25.876,3.1843,0.54242,13848431,0,47.122,0.52354,0.52354,0.30713,0.05816,0.15825,5.1178e-5,5.8696e-4,-4.2124e-4,0,0,0,0,0,3,7.0686,33.351,-4.6475e-5,NaN,53.49,958.02,1110.7,0.05,0.059194
4.2956,1561.4,327.4,-75.538,597.57,100.51,2058.9,0.0018959,2058.9,5.276e-5,499.9,66.311,28.61,-80.594,32.122,6.351e-4,2.315e-7,0.0040559,-0.0058222,67.585,0,5.2558,0.05107,35.424,25.876,3.1828,0.53806,13730631,0,46.287,0.52296,0.52296,0.30728,0.058043,0.15764,1.3235e-4,5.1087e-4,-2.8794e-4,0,0,0,0,1.0062e-5,3,7.0686,33.223,7.4072e-4,NaN,53.432,957.43,1110.6,0.05,0.059606
