# Simulation 1 (Up to date)
# 543 data points written for 53 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Propellant mass (oz),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
12.469,2554.3,-31.462,-30.414,263.27,33.49,4917.9,0.014522,4917.9,1.6918e-4,261.38,14.019,28.61,-80.585,32.119,0.0031075,2.314e-7,0.018722,-0.0045128,67.585,0,5.2558,0.05107,35.261,25.876,3.1285,0.23788,5907527,0,8.2472,0.49428,0.49428,0.31465,0.052275,0.12736,6.3096e-4,6.8823e-4,-1.896e-4,0,0,0,0,0.0011046,3,7.0686,-6.8605,8.4697e-4,NaN,49.891,923.49,1106.7,0.05,0.13484
12.519,2552.7,-32.98,-30.336,262.76,33.392,4930.9,0.014552,4930.9,1.6909e-4,260.68,13.954,28.61,-80.585,32.119,0.0030628,2.3137e-7,0.019058,-0.0030549,67.585,0,5.2558,0.05107,35.261,25.876,3.1285,0.23742,5896359,0,8.2154,0.49426,0.49426,0.31466,0.05227,0.12733,6.2188e-4,9.766e-4,-2.4431e-5,0,0,0,0,0.0011491,3,7.0686,-7.2075,6.4365e-4,NaN,49.897,923.54,1106.7,0.05,0.1352
12.569,2551,-34.495,-30.261,262.26,33.296,4944,0.014589,4944,1.6907e-4,259.98,13.891,28.61,-80.585,32.119,0.0027166,2.3138e-7,0.019336,-1.101e-4,67.585,0,5.2558,0.05107,35.261,25.876,3.1285,0.23697,5885478,0,8.1844,0.49423,0.49423,0.31466,0.052264,0.1273,5.5157e-4,2.4298e-4,-3.6366e-4,0,0,0,0,0.0011872,3,7.0686,-7.5553,1.8795e-4,NaN,49.903,923.6,1106.7,0.05,0.13556
12.619,2549.3,-36.006,-30.186,261.78,33.203,4956.9,0.014625,4956.9,1.6905e-4,259.29,13.828,28.61,-80.585,32.119,0.0023123,2.3138e-7,0.018665,0.0051632,67.585,0,5.2558,0.05107,35.261,25.876,3.1285,0.23654,5874883,0,8.1543,0.4942,0.4942,0.31467,0.052259,0.12727,4.6947e-4,7.8239e-4,9.6849e-5,0,0,0,0,0.0011104,3,7.0686,-7.9036,-4.6768e-4,NaN,49.909,923.66,1106.7,0.05,0.13593
12.669,2547.4,-37.514,-30.112,261.31,33.11,4969.9,0.014654,4969.9,1.6894e-4,258.6,13.767,28.61,-80.584,32.119,0.0019577,2.3139e-7,0.016269,0.010543,67.585,0,5.2558,0.05107,35.261,25.876,3.1285,0.23611,5864571,0,8.125,0.49418,0.49418,0.31468,0.052254,0.12725,3.9745e-4,7.1365e-4,-6.7528e-4,0,0,0,0,8.4665e-4,3,7.0686,-8.2524,-9.7596e-4,NaN,49.915,923.72,1106.7,0.05,0.13629
12.719,2545.5,-39.018,-30.04,260.85,33.019,4982.8,0.014668,4982.8,1.6866e-4,257.91,13.707,28.61,-80.584,32.119,0.001629,2.3138e-7,0.01141,0.015713,67.585,0,5.2558,0.05107,35.261,25.876,3.1285,0.23569,5854542,0,8.0965,0.49415,0.49415,0.31468,0.05225,0.12722,3.3071e-4,9.4301e-4,-9.3111e-4,0,0,0,0,4.1789e-4,3,7.0686,-8.6016,-0.0013073,NaN,49.922,923.79,1106.7,0.05,0.13669
12.769,2543.5,-40.518,-29.969,260.4,32.931,4995.7,0.014665,4995.7,1.6819e-4,257.23,13.648,28.61,-80.584,32.119,0.0013194,2.3136e-7,-0.0016166,0.019395,67.585,0,5.2558,0.05107,35.261,25.876,3.1284,0.23529,5844793,0,8.0689,0.49413,0.49413,0.31469,0.052245,0.1272,2.6785e-4,6.1035e-4,-0.0011082,0,0,0,0,-8.4176e-6,3,7.0686,-8.9516,-0.0013873,NaN,49.929,923.85,1106.7,0.05,0.13706
12.819,2541.5,-42.015,-29.9,259.97,32.844,5008.5,0.014644,5008.5,1.6752e-4,256.55,13.591,28.61,-80.584,32.119,0.0014331,2.314e-7,-0.018014,0.0073585,67.585,0,5.2558,0.05107,35.261,25.876,3.1284,0.23489,5835323,0,8.0421,0.49411,0.49411,0.3147,0.05224,0.12717,2.9092e-4,0.0017044,6.7978e-5,0,0,0,0,-0.0010488,3,7.0686,-9.302,-6.6347e-4,NaN,49.937,923.92,1106.8,0.05,0.13746
12.869,2539.3,-43.508,-29.825,259.54,32.751,5021.3,0.014617,5021.3,1.6679e-4,255.87,13.533,28.61,-80.584,32.119,0.0015164,2.3147e-7,-0.016545,-0.01008,67.585,0,5.2558,0.05107,35.261,25.876,3.1283,0.23451,5826130,0,8.0161,0.49409,0.49409,0.3147,0.052236,0.12715,3.0784e-4,0.0014017,4.3327e-4,0,0,0,0,-8.8758e-4,3,7.0686,-9.6515,6.9427e-4,NaN,49.944,924,1106.8,0.05,0.13782
12.919,2537.1,-44.997,-29.744,259.13,32.654,5034.1,0.0146,5034.1,1.6616e-4,255.2,13.475,28.61,-80.584,32.119,0.0013581,2.3147e-7,-0.0031011,-0.019116,67.585,0,5.2558,0.05107,35.261,25.876,3.1283,0.23413,5817213,0,7.9909,0.49406,0.49406,0.31471,0.052232,0.12713,2.7569e-4,9.5025e-4,0.0011095,0,0,0,0,-3.1281e-5,3,7.0686,-10,0.0013194,NaN,49.952,924.07,1106.8,0.05,0.13818
12.969,2534.8,-46.482,-29.665,258.73,32.559,5046.9,0.014599,5046.9,1.6574e-4,254.52,13.419,28.61,-80.584,32.119,0.001145,2.3142e-7,0.0087991,-0.017313,67.585,0,5.2558,0.05107,35.261,25.876,3.1283,0.23377,5808569,0,7.9665,0.49404,0.49404,0.31471,0.052227,0.1271,2.3242e-4,1.0321e-4,0.0010623,0,0,0,0,2.5262e-4,3,7.0686,-10.349,0.0010717,NaN,49.96,924.15,1106.8,0.05,0.13854
13.019,2532.5,-47.964,-29.591,258.35,32.469,5059.6,0.014612,5059.6,1.6547e-4,253.85,13.364,28.61,-80.584,32.119,7.6464e-4,2.314e-7,0.011476,-0.015713,67.585,0,5.2558,0.05107,35.261,25.876,3.1283,0.23342,5800198,0,7.9429,0.49402,0.49402,0.31472,0.052223,0.12708,1.5521e-4,1.852e-4,6.8869e-4,0,0,0,0,4.3099e-4,3,7.0686,-10.699,7.122e-4,NaN,49.969,924.23,1106.8,0.05,0.1389
13.069,2530,-49.441,-29.519,257.97,32.382,5072.2,0.014634,5072.2,1.653e-4,253.19,13.31,28.61,-80.584,32.119,2.6302e-4,2.314e-7,0,0,67.585,0,5.2558,0.05107,35.261,25.876,3.1283,0.23308,5792097,0,7.92,0.494,0.494,0.31472,0.052219,0.12706,5.3388e-5,9.6545e-5,1.5511e-4,0,0,0,0,0,3,7.0686,-11.049,3.7744e-4,NaN,49.977,924.31,1106.8,0.05,0.13928
13.119,2527.5,-50.916,-29.448,257.6,32.295,5084.9,0.014659,5084.9,1.6518e-4,252.52,13.258,28.61,-80.584,32.119,4.5609e-4,2.3139e-7,0,0,67.585,0,5.2558,0.05107,35.261,25.876,3.1283,0.23275,5784265,0,7.8979,0.49399,0.49399,0.31473,0.052216,0.12704,9.2577e-5,3.4354e-4,7.3074e-5,0,0,0,0,0,3,7.0686,-11.4,-7.2544e-5,NaN,49.986,924.4,1106.8,0.05,0.13965
13.169,2525,-52.386,-29.375,257.25,32.207,5097.5,0.014682,5097.5,1.6502e-4,251.86,13.205,28.61,-80.584,32.119,6.5437e-4,2.3138e-7,0,0,67.585,0,5.2558,0.05107,35.261,25.876,3.1282,0.23242,5776700,0,7.8766,0.49397,0.49397,0.31473,0.052212,0.12702,1.3282e-4,3.0861e-4,4.0441e-4,0,0,0,0,0,3,7.0686,-11.75,-2.9786e-4,NaN,49.996,924.49,1106.8,0.05,0.14002
13.219,2522.3,-53.853,-29.3,256.91,32.117,5110.1,0.0147,5110.1,1.6482e-4,251.2,13.154,28.61,-80.584,32.119,2.5027e-4,2.3137e-7,0,0,67.585,0,5.2558,0.05107,35.261,25.876,3.1282,0.23211,5769401,0,7.856,0.49395,0.49395,0.31474,0.052208,0.127,5.0798e-5,2.4288e-4,7.7388e-6,0,0,0,0,0,3,7.0686,-12.1,-7.8736e-5,NaN,50.005,924.58,1106.8,0.05,0.14041
13.269,2519.6,-55.316,-29.225,256.58,32.028,5122.6,0.014715,5122.6,1.6459e-4,250.55,13.102,28.61,-80.584,32.119,1.8442e-4,2.3138e-7,0,0,67.585,0,5.2558,0.05107,35.261,25.876,3.1282,0.23181,5762365,0,7.8362,0.49393,0.49393,0.31474,0.052205,0.12699,3.743e-5,5.9676e-4,4.3984e-4,0,0,0,0,0,3,7.0686,-12.45,1.1508e-4,NaN,50.015,924.67,1106.8,0.05,0.14093
13.319,2516.8,-56.776,-29.152,256.26,31.941,5135.1,0.014731,5135.1,1.6437e-4,249.89,13.053,28.61,-80.584,32.119,2.9773e-4,2.3135e-7,0,0,67.585,0,5.2558,0.05107,35.26,25.876,3.1282,0.23152,5755591,0,7.8171,0.49392,0.49392,0.31475,0.052202,0.12697,6.0429e-5,5.3385e-4,-1.3373e-4,0,0,0,0,0,3,7.0686,-12.8,2.1752e-4,NaN,50.025,924.77,1106.8,0.05,0.1415
13.369,2513.9,-58.231,-29.08,255.95,31.855,5147.6,0.014749,5147.6,1.6417e-4,249.24,13.004,28.61,-80.584,32.119,1.9105e-4,2.3133e-7,0,0,67.585,0,5.2558,0.05107,35.26,25.876,3.1281,0.23124,5749077,0,7.7988,0.4939,0.4939,0.31475,0.052199,0.12695,3.8776e-5,2.927e-4,-3.013e-4,0,0,0,0,0,3,7.0686,-13.15,2.068e-4,NaN,50.035,924.86,1106.9,0.05,0.15102
13.419,2510.9,-59.684,-29.009,255.66,31.771,5160,0.014769,5160,1.6399e-4,248.59,12.956,28.61,-80.584,32.119,1.8812e-4,2.3134e-7,0,0,67.585,0,5.2558,0.05107,35.26,25.876,3.1281,0.23097,5742821,0,7.7811,0.49388,0.49388,0.31475,0.052195,0.12694,3.8181e-5,-1.2029e-4,-3.6495e-4,0,0,0,0,0,3,7.0686,-13.501,-1.8315e-6,NaN,50.046,924.96,1106.9,0.05,0.15128
13.469,2507.9,-61.132,-28.94,255.37,31.688,5172.5,0.014787,5172.5,1.638e-4,247.94,12.909,28.61,-80.584,32.119,6.8412e-4,2.3134e-7,0,0,67.585,0,5.2558,0.05107,35.26,25.876,3.128,0.23071,5736822,0,7.7642,0.49387,0.49387,0.31476,0.052192,0.12692,1.3885e-4,8.9685e-4,2.7959e-5,0,0,0,0,0,3,7.0686,-13.851,-1.1038e-4,NaN,50.056,925.07,1106.9,0.05,0.15181
13.519,2504.8,-62.578,-28.868,255.1,31.604,5184.8,0.014803,5184.8,1.6358e-4,247.3,12.863,28.61,-80.584,32.119,7.3647e-4,2.3135e-7,0,0,67.585,0,5.2558,0.05107,35.26,25.876,3.128,0.23046,5731078,0,7.748,0.49386,0.49386,0.31476,0.05219,0.1269,1.4947e-4,1.9297e-4,-2.4251e-4,0,0,0,0,0,3,7.0686,-14.201,-1.2876e-4,NaN,50.067,925.17,1106.9,0.05,0.15231
13.569,2501.7,-64.019,-28.794,254.83,31.517,5197.2,0.014817,5197.2,1.6335e-4,246.66,12.816,28.61,-80.584,32.119,3.1771e-4,2.3136e-7,0,0,67.585,0,5.2558,0.05107,35.26,25.876,3.128,0.23022,5725587,0,7.7325,0.49384,0.49384,0.31476,0.052187,0.12689,6.448e-5,5.3906e-4,3.3833e-5,0,0,0,0,0,3,7.0686,-14.55,-1.2648e-4,NaN,50.079,925.28,1106.9,0.05,0.1528
13.619,2498.4,-65.457,-28.721,254.58,31.432,5209.5,0.014829,5209.5,1.6309e-4,246.02,12.771,28.61,-80.584,32.119,1.0468e-4,2.3135e-7,0,0,67.585,0,5.2558,0.05107,35.26,25.876,3.128,0.22999,5720347,0,7.7177,0.49383,0.49383,0.31477,0.052184,0.12688,2.1245e-5,8.2886e-5,-1.9421e-4,0,0,0,0,0,3,7.0686,-14.899,1.5026e-6,NaN,50.09,925.39,1106.9,0.05,0.1534
13.669,2495.1,-66.891,-28.649,254.34,31.348,5221.8,0.014839,5221.8,1.6282e-4,245.38,12.726,28.61,-80.584,32.119,1.4047e-4,2.3135e-7,0,0,67.585,0,5.2558,0.05107,35.26,25.876,3.128,0.22977,5715357,0,7.7035,0.49382,0.49382,0.31477,0.052182,0.12686,2.8508e-5,3.2609e-4,-2.9922e-4,0,0,0,0,0,3,7.0686,-15.248,5.1612e-5,NaN,50.102,925.5,1106.9,0.05,0.15377
13.719,2491.7,-68.322,-28.579,254.1,31.267,5234,0.01485,5234,1.6255e-4,244.75,12.683,28.61,-80.584,32.119,1.1619e-4,2.3135e-7,0,0,67.585,0,5.2558,0.05107,35.26,25.876,3.128,0.22955,5710614,0,7.6901,0.4938,0.4938,0.31477,0.052179,0.12685,2.358e-5,5.1244e-4,-3.2774e-4,0,0,0,0,0,3,7.0686,-15.597,-2.5392e-7,NaN,50.114,925.62,1106.9,0.05,0.15422
13.769,2488.3,-69.749,-28.51,253.88,31.187,5246.3,0.01486,5246.3,1.6229e-4,244.11,12.641,28.61,-80.584,32.119,5.8052e-4,2.3136e-7,0,0,67.585,0,5.2558,0.05107,35.26,25.876,3.1279,0.22935,5706118,0,7.6773,0.49379,0.49379,0.31478,0.052177,0.12684,1.1781e-4,3.8201e-4,-2.1988e-4,0,0,0,0,0,3,7.0686,-15.947,4.2755e-5,NaN,50.126,925.74,1107,0.05,0.15521
13.819,2484.8,-71.173,-28.44,253.67,31.106,5258.5,0.01487,5258.5,1.6202e-4,243.48,12.599,28.61,-80.584,32.119,7.4396e-4,2.3137e-7,-0.019299,-0.0011328,67.585,0,5.2558,0.05107,35.26,25.876,3.1279,0.22916,5701865,0,7.6652,0.49378,0.49378,0.31478,0.052175,0.12683,1.5098e-4,0.0014497,-2.1548e-4,0,0,0,0,-0.0012643,3,7.0686,-16.295,9.2922e-5,NaN,50.139,925.86,1107,0.05,0.15555
13.869,2481.2,-72.593,-28.367,253.47,31.022,5270.6,0.01488,5270.6,1.6176e-4,242.85,12.557,28.61,-80.584,32.119,3.6278e-4,2.3134e-7,0,0,67.585,0,5.2558,0.05107,35.26,25.876,3.1279,0.22897,5697854,0,7.6537,0.49377,0.49377,0.31478,0.052173,0.12682,7.3623e-5,6.0409e-4,4.481e-4,0,0,0,0,0,3,7.0686,-16.643,1.7439e-4,NaN,50.152,925.98,1107,0.05,0.15591
13.919,2477.5,-74.01,-28.295,253.28,30.939,5282.7,0.014892,5282.7,1.6151e-4,242.23,12.516,28.61,-80.583,32.119,3.1785e-5,2.3134e-7,0,0,67.585,0,5.2558,0.05107,35.26,25.876,3.1279,0.2288,5694084,0,7.6429,0.49376,0.49376,0.31479,0.052171,0.12681,6.4504e-6,1.2121e-4,-1.8588e-4,0,0,0,0,0,3,7.0686,-16.99,8.9957e-5,NaN,50.165,926.1,1107,0.05,0.15625
13.969,2473.8,-75.423,-28.224,253.1,30.859,5294.8,0.014903,5294.8,1.6127e-4,241.6,12.476,28.61,-80.583,32.119,1.5354e-4,2.3133e-7,0,0,67.585,0,5.2558,0.05107,35.26,25.876,3.1279,0.22863,5690553,0,7.6328,0.49375,0.49375,0.31479,0.052169,0.1268,3.1158e-5,4.0768e-4,-2.664e-4,0,0,0,0,0,3,7.0686,-17.337,-9.7323e-5,NaN,50.178,926.23,1107,0.05,0.15662
14.019,2470,-76.832,-28.156,252.93,30.781,5306.9,0.014913,5306.9,1.6101e-4,240.98,12.438,28.61,-80.583,32.119,5.3534e-4,2.3136e-7,0,0,67.585,0,5.2558,0.05107,35.259,25.876,3.1278,0.22848,5687258,0,7.6233,0.49374,0.49374,0.31479,0.052167,0.12679,1.0864e-4,6.0654e-4,4.6996e-4,0,0,0,0,0,3,7.0686,-17.685,-1.456e-4,NaN,50.192,926.36,1107,0.05,0.15699
14.069,2466.1,-78.238,-28.087,252.77,30.702,5318.9,0.014921,5318.9,1.6073e-4,240.36,12.399,28.61,-80.583,32.119,7.6099e-4,2.3133e-7,-0.019111,0.002136,67.585,0,5.2558,0.05107,35.259,25.876,3.1278,0.22833,5684198,0,7.6144,0.49373,0.49373,0.31479,0.052166,0.12678,1.5443e-4,0.001752,1.9963e-4,0,0,0,0,-0.0012486,3,7.0686,-18.031,-5.6864e-5,NaN,50.206,926.49,1107,0.05,0.15769
14.119,2462.1,-79.641,-28.016,252.62,30.622,5330.9,0.014927,5330.9,1.6043e-4,239.74,12.361,28.61,-80.583,32.119,6.9371e-4,2.313e-7,0,0,67.585,0,5.2558,0.05107,35.259,25.876,3.1278,0.22819,5681370,0,7.6061,0.49373,0.49373,0.31479,0.052164,0.12677,1.4078e-4,3.1941e-4,-2.7577e-4,0,0,0,0,0,3,7.0686,-18.377,3.8815e-5,NaN,50.22,926.63,1107.1,0.05,0.1581
14.169,2458.1,-81.04,-27.945,252.48,30.541,5342.9,0.014934,5342.9,1.6014e-4,239.12,12.323,28.61,-80.583,32.119,4.5031e-4,2.3132e-7,0,0,67.585,0,5.2558,0.05107,35.259,25.876,3.1278,0.22806,5678774,0,7.5985,0.49372,0.49372,0.3148,0.052163,0.12676,9.1382e-5,1.0104e-4,4.8811e-4,0,0,0,0,0,3,7.0686,-18.722,1.67e-4,NaN,50.234,926.76,1107.1,0.05,0.15845
14.219,2454,-82.435,-27.874,252.35,30.461,5354.8,0.014941,5354.8,1.5987e-4,238.51,12.286,28.61,-80.583,32.119,2.8122e-4,2.3132e-7,0,0,67.585,0,5.2558,0.05107,35.259,25.876,3.1278,0.22794,5676407,0,7.5915,0.49371,0.49371,0.3148,0.052161,0.12675,5.7067e-5,6.2933e-4,1.231e-4,0,0,0,0,0,3,7.0686,-19.067,2.1998e-4,NaN,50.249,926.9,1107.1,0.05,0.15878
14.269,2449.9,-83.827,-27.804,252.23,30.383,5366.8,0.014951,5366.8,1.5962e-4,237.89,12.25,28.61,-80.583,32.119,3.1394e-4,2.3131e-7,0,0,67.585,0,5.2558,0.05107,35.259,25.876,3.1278,0.22783,5674268,0,7.5851,0.49371,0.49371,0.3148,0.05216,0.12675,6.3706e-5,-2.8606e-4,-9.9933e-5,0,0,0,0,0,3,7.0686,-19.411,4.9988e-5,NaN,50.263,927.04,1107.1,0.05,0.15911
14.319,2445.7,-85.216,-27.736,252.12,30.307,5378.6,0.01496,5378.6,1.5936e-4,237.28,12.216,28.61,-80.583,32.119,7.9351e-4,2.3132e-7,-0.018755,0.0036954,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22772,5672353,0,7.5793,0.4937,0.4937,0.3148,0.052159,0.12674,1.6103e-4,0.0016288,-4.5601e-4,0,0,0,0,-0.0012087,3,7.0686,-19.756,-1.2162e-4,NaN,50.278,927.19,1107.1,0.05,0.15943
14.369,2441.4,-86.601,-27.667,252.02,30.23,5390.5,0.014968,5390.5,1.591e-4,236.67,12.181,28.61,-80.583,32.119,9.2216e-4,2.3136e-7,-0.018676,0.0036732,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22763,5670662,0,7.5741,0.4937,0.4937,0.3148,0.052158,0.12674,1.8713e-4,0.0016174,1.0993e-5,0,0,0,0,-0.0011995,3,7.0686,-20.099,-1.5665e-4,NaN,50.294,927.33,1107.1,0.05,0.15975
14.419,2437,-87.982,-27.596,251.93,30.151,5402.3,0.014974,5402.3,1.5881e-4,236.06,12.147,28.61,-80.583,32.119,6.7309e-4,2.3141e-7,0,0,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22754,5669193,0,7.5695,0.49369,0.49369,0.3148,0.052157,0.12673,1.3659e-4,8.7542e-4,2.5821e-4,0,0,0,0,0,3,7.0686,-20.441,-3.2789e-5,NaN,50.309,927.48,1107.2,0.05,0.1601
14.469,2432.6,-89.36,-27.526,251.84,30.073,5414.1,0.014979,5414.1,1.5852e-4,235.46,12.113,28.61,-80.583,32.119,6.5852e-4,2.3141e-7,0,0,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22746,5667943,0,7.5654,0.49369,0.49369,0.3148,0.052156,0.12673,1.3363e-4,6.6724e-4,-3.9982e-4,0,0,0,0,0,3,7.0686,-20.783,1.4233e-4,NaN,50.325,927.63,1107.2,0.05,0.16042
14.519,2428.1,-90.735,-27.456,251.77,29.996,5425.9,0.014986,5425.9,1.5825e-4,234.85,12.08,28.61,-80.583,32.119,8.8591e-4,2.3142e-7,-0.017301,-0.0077349,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22739,5666911,0,7.562,0.49368,0.49368,0.31481,0.052155,0.12672,1.7977e-4,0.0016042,1.5414e-5,0,0,0,0,-0.0010314,3,7.0686,-21.125,4.3209e-4,NaN,50.341,927.79,1107.2,0.05,0.16076
14.569,2423.5,-92.106,-27.386,251.71,29.919,5437.6,0.014997,5437.6,1.5803e-4,234.25,12.047,28.61,-80.583,32.119,7.9441e-4,2.3142e-7,-0.01866,-0.0029971,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22733,5666094,0,7.5591,0.49368,0.49368,0.31481,0.052155,0.12672,1.6121e-4,0.0015769,-2.2191e-4,0,0,0,0,-0.0012004,3,7.0686,-21.465,1.9618e-4,NaN,50.357,927.94,1107.2,0.05,0.16113
14.619,2418.8,-93.474,-27.316,251.65,29.842,5449.3,0.01501,5449.3,1.5782e-4,233.65,12.015,28.61,-80.583,32.119,7.6222e-4,2.3142e-7,-0.01789,0.0059635,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22728,5665492,0,7.5568,0.49368,0.49368,0.31481,0.052154,0.12672,1.5467e-4,0.0017401,-2.7346e-4,0,0,0,0,-0.0011038,3,7.0686,-21.805,-2.0362e-4,NaN,50.374,928.1,1107.2,0.05,0.16148
14.669,2414.1,-94.838,-27.246,251.61,29.765,5460.9,0.01502,5460.9,1.5759e-4,233.05,11.984,28.61,-80.583,32.119,7.5255e-4,2.3141e-7,-0.017718,0.0063677,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22723,5665101,0,7.555,0.49367,0.49367,0.31481,0.052153,0.12671,1.5271e-4,0.0013469,-3.0021e-5,0,0,0,0,-0.0010831,3,7.0686,-22.144,-2.3546e-4,NaN,50.391,928.26,1107.3,0.05,0.16184
14.719,2409.4,-96.198,-27.177,251.57,29.69,5472.6,0.015027,5472.6,1.5732e-4,232.45,11.953,28.61,-80.583,32.119,8.4203e-4,2.3141e-7,-0.018749,-0.0012907,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.2272,5664920,0,7.5539,0.49367,0.49367,0.31481,0.052153,0.12671,1.7087e-4,0.0012867,-2.0361e-4,0,0,0,0,-0.0012133,3,7.0686,-22.483,9.5371e-5,NaN,50.408,928.42,1107.3,0.05,0.16219
14.769,2404.5,-97.555,-27.108,251.54,29.614,5484.2,0.015034,5484.2,1.5707e-4,231.85,11.923,28.61,-80.583,32.119,0.0010824,2.3138e-7,-0.017738,-0.0060466,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22717,5664947,0,7.5532,0.49367,0.49367,0.31481,0.052153,0.12671,2.1964e-4,0.0021623,4.032e-4,0,0,0,0,-0.0010861,3,7.0686,-22.821,4.2564e-4,NaN,50.425,928.59,1107.3,0.05,0.16254
14.819,2399.6,-98.909,-27.037,251.52,29.537,5495.8,0.015046,5495.8,1.5686e-4,231.26,11.893,28.61,-80.583,32.119,8.3343e-4,2.3133e-7,-0.018397,-0.0031263,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22715,5665180,0,7.5531,0.49367,0.49367,0.31481,0.052152,0.12671,1.6912e-4,0.0014174,-2.0642e-4,0,0,0,0,-0.0011685,3,7.0686,-23.157,2.1413e-4,NaN,50.443,928.76,1107.3,0.05,0.16288
14.869,2394.6,-100.26,-26.966,251.51,29.46,5507.3,0.015059,5507.3,1.5666e-4,230.66,11.863,28.61,-80.583,32.119,6.4839e-4,2.3136e-7,0,0,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22713,5665617,0,7.5536,0.49367,0.49367,0.31481,0.052152,0.12671,1.3157e-4,6.3183e-4,-3.3273e-4,0,0,0,0,0,3,7.0686,-23.493,-2.7161e-4,NaN,50.46,928.92,1107.3,0.05,0.16322
14.919,2389.6,-101.61,-26.897,251.51,29.386,5518.8,0.015068,5518.8,1.5643e-4,230.07,11.835,28.61,-80.583,32.119,8.8965e-4,2.3137e-7,-0.016747,0.0081212,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22713,5666256,0,7.5546,0.49367,0.49367,0.31481,0.052152,0.12671,1.8053e-4,0.0011702,-2.0539e-4,0,0,0,0,-9.6844e-4,3,7.0686,-23.828,-3.9077e-4,NaN,50.478,929.1,1107.3,0.05,0.16356
14.969,2384.5,-102.95,-26.828,251.51,29.311,5530.3,0.015073,5530.3,1.5616e-4,229.48,11.807,28.61,-80.583,32.119,9.7934e-4,2.3135e-7,-0.018548,-1.3067e-4,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22713,5667095,0,7.5561,0.49367,0.49367,0.31481,0.052152,0.12671,1.9873e-4,0.0015818,1.5285e-4,0,0,0,0,-0.0011878,3,7.0686,-24.163,2.753e-5,NaN,50.497,929.27,1107.4,0.05,0.16388
15.019,2379.3,-104.29,-26.757,251.53,29.235,5541.8,0.015078,5541.8,1.5589e-4,228.89,11.779,28.61,-80.583,32.119,8.4799e-4,2.3134e-7,-0.017147,-0.0068945,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22714,5668132,0,7.5581,0.49367,0.49367,0.31481,0.052152,0.12671,1.7208e-4,0.0019244,5.9241e-4,0,0,0,0,-0.0010151,3,7.0686,-24.496,3.7822e-4,NaN,50.515,929.45,1107.4,0.05,0.16422
15.069,2374,-105.62,-26.686,251.55,29.159,5553.2,0.015085,5553.2,1.5565e-4,228.3,11.751,28.61,-80.583,32.119,5.9373e-4,2.3137e-7,0,0,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22715,5669366,0,7.5607,0.49367,0.49367,0.31481,0.052152,0.12671,1.2048e-4,1.7165e-4,-4.866e-5,0,0,0,0,0,3,7.0686,-24.828,1.9276e-4,NaN,50.534,929.63,1107.4,0.05,0.16454
15.119,2368.7,-106.96,-26.616,251.58,29.084,5564.6,0.015095,5564.6,1.5542e-4,227.71,11.724,28.61,-80.583,32.119,6.7834e-4,2.3137e-7,0,0,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22718,5670793,0,7.5638,0.49367,0.49367,0.31481,0.052153,0.12671,1.3765e-4,5.4521e-5,3.771e-4,0,0,0,0,0,3,7.0686,-25.16,-4.5347e-5,NaN,50.553,929.81,1107.4,0.05,0.16489
