4.1939,1745.2,379.66,-65.351,379.89,65.374,55.991,0.018545,55.991,13.657,1.6611,28.61,-80.598,0.015842,-7.96E-09,-9.34E-04,2.24E-05,103.53,32.318,0.16844,0,0.0091009,1.90E-04,86.675,0.0091356
4.2439,1764.1,376.38,-64.757,376.64,64.774,56.67,0.018899,56.67,13.58,1.4882,28.61,-80.598,0.029992,-8.34E-09,-3.55E-04,1.13E-05,103.53,32.318,0.16844,0,0.01741,1.96E-04,86.808,0.011687
4.2939,1782.9,373.16,-64.127,373.43,64.167,57.346,0.019238,57.346,13.487,2.3213,28.61,-80.598,0.052237,-8.63E-09,5.27E-04,-1.21E-05,103.53,32.318,0.16844,0,0.030576,-2.07E-04,86.942,0.0099154
4.3439,1801.4,369.98,-63.586,370.21,63.602,58.018,0.019569,58.018,13.387,1.5043,28.61,-80.598,0.024427,-8.52E-09,-9.78E-04,2.16E-05,103.53,32.318,0.16844,0,0.014579,-3.20E-04,87.022,0.0053241
4.3939,1819.9,366.8,-63.064,367.06,63.064,58.688,0.019899,58.688,13.337,0.55394,28.61,-80.598,0.11624,-9.21E-09,5.02E-04,1.90E-05,103.53,32.318,0.16844,0,0.066712,2.49E-04,87.022,5.16E-04
4.4439,1838.1,363.68,-62.49,363.91,62.493,59.354,0.020233,59.354,13.306,0.82119,28.61,-80.598,0.086815,-8.71E-09,0.0026829,1.70E-05,103.53,32.318,0.16844,0,0.04984,-4.76E-04,86.946,-0.001555
4.4939,1856.2,360.56,-61.873,360.79,61.909,60.016,0.020578,60.016,13.232,2.1949,28.61,-80.598,0.059129,-8.35E-09,-0.003026,2.35E-05,103.53,32.318,0.16844,0,0.033882,-1.94E-04,86.82,-0.0032545
4.5439,1874.2,357.48,-61.306,357.71,61.371,60.676,0.020932,60.676,13.104,2.793,28.61,-80.598,0.12756,-8.15E-09,-0.0010931,1.96E-05,103.53,32.318,0.16844,0,0.073298,4.58E-04,86.676,-0.0027946
4.5939,1892,354.43,-60.787,354.66,60.843,61.325,0.02129,61.325,12.968,2.5817,28.61,-80.598,0.11033,-8.43E-09,0.0012609,1.93E-05,103.53,32.318,0.16844,0,0.063302,4.90E-04,86.553,2.71E-04
4.6439,1909.6,351.41,-60.299,351.64,60.331,61.972,0.021645,61.972,12.852,1.9996,28.61,-80.598,0.050303,-8.40E-09,0.0027997,3.59E-05,103.53,32.318,0.16844,0,0.029106,-1.14E-04,86.489,0.0029188
4.6939,1927.1,348.39,-59.813,348.62,59.833,62.612,0.021991,62.612,12.763,1.5934,28.61,-80.598,0.0062693,-8.58E-09,0.0032816,3.10E-04,103.53,32.318,0.16844,0,0.0032881,-1.62E-04,86.525,0.0064363
4.7439,1944.5,345.41,-59.344,345.67,59.354,63.248,0.022326,63.248,12.697,1.0573,28.61,-80.598,0.054106,-8.60E-09,-0.0028643,3.30E-05,103.53,32.318,0.16844,0,0.031586,3.17E-04,86.646,0.0092757
4.7939,1961.7,342.45,-58.862,342.72,58.871,63.881,0.02265,63.881,12.649,0.91827,28.61,-80.598,0.070078,-8.82E-09,-0.0017173,1.79E-05,103.53,32.318,0.16844,0,0.040773,-3.48E-04,86.798,0.0090596
4.8439,1978.7,339.53,-58.389,339.76,58.392,64.514,0.022967,64.514,12.606,0.80377,28.61,-80.598,0.082517,-8.87E-09,-3.67E-04,9.38E-06,103.53,32.318,0.16844,0,0.047536,5.62E-05,86.945,0.0065681
